default		00:00:05.746	5.746	00:00:13.485	13.485	00:00:07.739	7.739	Well, First requiery is the average growth
default		00:00:13.485	13.485	00:00:16.101	16.101	00:00:02.616	2.616	It should be 4 billion on the average
default		00:00:16.101	16.101	00:00:17.528	17.528	00:00:01.427	1.427	Yeah, so...
default		00:00:18.085	18.085	00:00:22.065	22.065	00:00:03.980	3.98	we just get the difference of each year average
default		00:00:22.266	22.266	00:00:22.323	22.323	00:00:00.057	0.057	Umm
default		00:00:23.493	23.493	00:00:24.406	24.406	00:00:00.913	0.913	First we
default		00:00:24.406	24.406	00:00:28.210	28.21	00:00:03.804	3.804	Because those are shortage for 3 years
default		00:00:28.350	28.35	00:00:31.720	31.72	00:00:03.370	3.37	It changes nearly for 5 million
default		00:00:31.860	31.86	00:00:32.350	32.35	00:00:00.490	0.49	Yes
default		00:00:33.970	33.97	00:00:35.200	35.2	00:00:01.230	1.23	5, 3 , 4 , 4
default		00:00:38.023	38.023	00:00:39.390	39.39	00:00:01.367	1.367	and then...
default		00:00:42.270	42.27	00:00:44.510	44.51	00:00:02.240	2.24	till 2016...
default		00:00:44.940	44.94	00:00:48.050	48.05	00:00:03.110	3.11	15
default		00:00:48.110	48.11	00:00:51.500	51.5	00:00:03.390	3.39	yeah, 15
default		00:00:51.745	51.745	00:00:53.330	53.33	00:00:01.585	1.585	So, should we write these?
default		00:00:59.300	59.3	00:01:02.883	62.883	00:00:03.583	3.583	Actually it's better to use the text instead of sticky notes
default		00:01:12.371	72.371	00:01:13.413	73.413	00:00:01.042	1.042	
default		00:01:18.636	78.636	00:01:23.925	83.925	00:00:05.289	5.289	And we put the average increase in shortage
default		00:01:24.975	84.975	00:01:31.073	91.073	00:00:06.098	6.098	We should first calculate the amount of ...
default		00:01:32.075	92.075	00:01:34.108	94.108	00:00:02.033	2.033	
default		00:01:36.798	96.798	00:01:40.601	100.601	00:00:03.803	3.803	
default		00:01:40.768	100.768	00:01:42.886	102.886	00:00:02.118	2.118	So we are finished with this phase
default		00:01:43.686	103.686	00:01:44.516	104.516	00:00:00.830	0.83	no
default		00:01:45.163	105.163	00:01:49.056	109.056	00:00:03.893	3.893	We should do all the calculations
default		00:01:49.586	109.586	00:01:49.690	109.69	00:00:00.104	0.104	
default		00:01:52.405	112.405	00:01:57.586	117.586	00:00:05.181	5.181	Probably we should set up first ...
default		00:01:58.875	118.875	00:01:59.440	119.44	00:00:00.565	0.565	
default		00:02:00.643	120.643	00:02:09.790	129.79	00:00:09.147	9.147	The ... you mean? because it's second phase. First we have to finish this and then the second phase wouldbe ...
default		00:02:10.013	130.013	00:02:10.185	130.185	00:00:00.172	0.172	
default		00:02:11.233	131.233	00:02:15.726	135.726	00:00:04.493	4.493	Here we have to minus this one from this one
default		00:02:16.168	136.168	00:02:20.631	140.631	00:00:04.463	4.463	...function....and ...
default		00:02:21.103	141.103	00:02:22.855	142.855	00:00:01.752	1.752	
default		00:02:23.181	143.181	00:02:38.416	158.416	00:00:15.235	15.235	Here we have 2 kind of  costs, the one which class you like to have and we have how much we can probably make from each class
default		00:02:38.913	158.913	00:02:43.565	163.565	00:00:04.652	4.652	We have to know ...
default		00:02:43.730	163.73	00:02:52.100	172.1	00:00:08.370	8.37	so it's minus multliplyinghe capacity and then minus production cost
default		00:02:52.290	172.29	00:03:01.700	181.7	00:00:09.410	9.41	And also this, yeah, the construction cost is to be multiplied by ...
default		00:03:03.440	183.44	00:03:03.810	183.81	00:00:00.370	0.37	yeah
default		00:03:03.870	183.87	00:03:10.710	190.71	00:00:06.840	6.84	I think this is different, you know because this one is power. kilowatts
default		00:03:12.526	192.526	00:03:29.450	209.45	00:00:16.924	16.924	we need to know how much kilowatts per hour people consume then we have to multiply that with the operation cost, selling cost - operation cost
default		00:03:31.465	211.465	00:03:37.000	217.0	00:00:05.535	5.535	that is -1....
default		00:03:39.950	219.95	00:03:42.848	222.848	00:00:02.898	2.898	For one kilowat per hour
default		00:03:43.290	223.29	00:03:44.841	224.841	00:00:01.551	1.551	yeah, that's for one kilowat per hour
default		00:03:46.900	226.9	00:03:51.110	231.11	00:00:04.210	4.21	which is .... multiply...
default		00:03:58.486	238.486	00:04:02.660	242.66	00:00:04.174	4.174	see two million
default		00:04:03.230	243.23	00:04:07.170	247.17	00:00:03.940	3.94	
default		00:04:07.250	247.25	00:04:20.476	260.476	00:00:13.226	13.226	But there are different units, here is like ... kilowats per hour
default		00:04:22.300	262.3	00:04:25.950	265.95	00:00:03.650	3.65	so it depends on how many actually you sell to get back
default		00:04:26.180	266.18	00:04:26.670	266.67	00:00:00.490	0.49	yeah
default		00:04:26.806	266.806	00:04:30.626	270.626	00:00:03.820	3.82	now it's just ... we can't use it as a number
default		00:04:30.680	270.68	00:04:33.206	273.206	00:00:02.526	2.526	....
default		00:04:33.886	273.886	00:04:37.373	277.373	00:00:03.487	3.487	I think it's how much you can produce
default		00:05:03.326	303.326	00:05:07.576	307.576	00:00:04.250	4.25	and also here the shortage is in hour
default		00:05:07.676	307.676	00:05:14.450	314.45	00:00:06.774	6.774	Forexample 2012 the same amount as 1
default		00:05:15.300	315.3	00:05:19.060	319.06	00:00:03.760	3.76	.....
default		00:05:19.290	319.29	00:05:34.750	334.75	00:00:15.460	15.46	we sell 80% hours, the time of as always. like for the year it's 1 year 80% percent of the year
default		00:05:35.010	335.01	00:05:55.435	355.435	00:00:20.425	20.425	The profit depends on how many actually cells . Here we have to make sure the installed capacity meets the shortage. so the number time s for a nuclear .. would meet that 50 then the first criteria
default		00:05:55.593	355.593	00:06:08.050	368.05	00:00:12.457	12.457	now we can just use the 0.8 like we have ... so we don't need more technology
default		00:06:09.510	369.51	00:06:17.998	377.998	00:00:08.488	8.488	The other thing is we have to make sure that the whole shortage is met by first
default		00:06:18.218	378.218	00:06:26.306	386.306	00:00:08.088	8.088	yes, the content send someone construction, it want s to know how many years later, it will get the profit back
default		00:06:26.366	386.366	00:06:26.653	386.653	00:00:00.287	0.287	oh yeah?
default		00:06:29.000	389.0	00:06:31.425	391.425	00:00:02.425	2.425	Like how many hours, he needs to sell to get back
default		00:06:32.450	392.45	00:06:35.248	395.248	00:00:02.798	2.798	
default		00:06:35.523	395.523	00:06:36.121	396.121	00:00:00.598	0.598	yes
default		00:06:36.440	396.44	00:06:37.191	397.191	00:00:00.751	0.751	
default		00:06:38.255	398.255	00:06:46.720	406.72	00:00:08.465	8.465	just first we calculate the profit and then ...
default		00:06:46.900	406.9	00:06:49.300	409.3	00:00:02.400	2.4	Kilowatts per hour and
default		00:06:57.760	417.76	00:07:02.078	422.078	00:00:04.318	4.318	so maybe in the meantime that he is writing womeone can calculate
default		00:07:02.160	422.16	00:07:09.700	429.7	00:00:07.540	7.54	I need a pen
default		00:07:09.948	429.948	00:07:18.390	438.39	00:00:08.442	8.442	how much is the construction cost just this one with this one
default		00:07:19.046	439.046	00:07:39.230	459.23	00:00:20.184	20.184	I mean you have to ... it means how many hours it neeeds to sell to the customer to get the construction cost back
default		00:07:39.410	459.41	00:07:46.340	466.34	00:00:06.930	6.93	the construction cost needs to be multiplied
default		00:07:46.390	466.39	00:07:47.390	467.39	00:00:01.000	1.0	That's true
default		00:07:47.480	467.48	00:07:50.330	470.33	00:00:02.850	2.85	so then yeah...
default		00:07:50.480	470.48	00:07:54.360	474.36	00:00:03.880	3.88	with a company if it sells this amount it will get...
default		00:07:54.470	474.47	00:08:05.290	485.29	00:00:10.820	10.82	That's only if you consider building only one type of energy system, because you might build one of each
default		00:08:06.236	486.236	00:08:17.940	497.94	00:00:11.704	11.704	but we can get this number to choose , like how long to get your money back
default		00:08:18.066	498.066	00:08:20.093	500.093	00:00:02.027	2.027	then we can consider
default		00:08:20.100	500.1	00:08:22.686	502.686	00:00:02.586	2.586	this is just criteria
default		00:08:24.706	504.706	00:08:31.466	511.466	00:00:06.760	6.76	later we can combine them
default		00:08:34.751	514.751	00:08:35.995	515.995	00:00:01.244	1.244	I need a calculator
default		00:08:36.806	516.806	00:08:38.935	518.935	00:00:02.129	2.129	maybe we can write this one here
default		00:08:38.935	518.935	00:08:39.353	519.353	00:00:00.418	0.418	do you have?
default		00:08:39.963	519.963	00:08:40.955	520.955	00:00:00.992	0.992	no, do you have?
default		00:08:43.250	523.25	00:08:45.910	525.91	00:00:02.660	2.66	And now what should I write
default		00:08:49.290	529.29	00:08:55.510	535.51	00:00:06.220	6.22	It's just how many hours to get back
default		00:08:55.810	535.81	00:09:00.930	540.93	00:00:05.120	5.12	refund time
default		00:09:04.730	544.73	00:09:15.540	555.54	00:00:10.810	10.81	sorry to interrupt, save content, by pictures?
default		00:09:15.750	555.75	00:09:18.901	558.901	00:00:03.151	3.151	we are running out of time for the first phase
