subject,start,end,time,target
s0,855.035,855.505,0.47,s1
s0,855.505,862.291,6.786,s3
s0,862.291,865.437,3.146,s1
s0,865.437,872.318,6.881,s1
s0,872.318,873.774,1.456,s3
s0,873.774,874.56,0.786,s1
s0,874.56,875.64,1.08,exp
s0,875.64,880.577,4.937,s1
s0,880.577,884.764,4.187,exp
s0,884.764,889.528,4.764,wb
s0,889.528,893.392,3.864,s1
s0,893.392,899.924,6.532,tool
s0,1543.765,1544.375,0.61,
s0,2484.01,2484.46,0.45,exp
s0,2484.66,2486.12,1.46,wb
s0,2486.15,2488.52,2.37,tool
s0,2488.54,2492.75,4.21,wb
s0,2493.08,2493.79,0.71,s1
s0,2494.66,2510.59,15.93,wb
s0,2510.95,2516.61,5.66,s3
s0,2517,2518.46,1.46,wb
s0,2518.85,2521.74,2.89,s3
s0,2522.07,2522.9,0.83,wb
s0,2523.06,2526.09,3.03,s3
s0,2526.66,2526.93,0.27,wb
s0,2527.11,2528.15,1.04,s3
s0,2528.355,2528.835,0.48,s2
s0,2529.025,2530.515,1.49,s3
s1,855.03,866.409,11.379,exp
s1,866.409,867.955,1.546,s3
s1,867.955,868.928,0.973,exp
s1,868.928,871.04,2.112,s3
s1,871.04,872.116,1.076,exp
s1,872.116,876.72,4.604,s3
s1,876.72,879.964,3.244,exp
s1,879.964,882.496,2.532,wb
s1,882.496,883.277,0.781,tool
s1,883.277,889.998,6.721,wb
s1,889.998,892.042,2.044,tool
s1,892.042,899.92,7.878,wb
s1,2484.02,2490.29,6.27,tool
s1,2490.67,2491.36,0.69,wb
s1,2491.66,2493.67,2.01,tool
s1,2494.04,2496.24,2.2,wb
s1,2496.62,2530.52,33.9,tool
s2,855.03,859.757,4.727,exp
s2,859.757,860.791,1.034,wb
s2,860.791,863.116,2.325,wb
s2,863.116,898.38,35.264,exp
s2,898.38,899.936,1.556,s0
s2,2484.02,2484.71,0.69,s0
s2,2485.06,2485.62,0.56,wb
s2,2486.01,2489.67,3.66,tool
s2,2489.9,2492.98,3.08,wb
s2,2493.1,2493.98,0.88,s0
s2,2494.3,2496.5,2.2,tool
s2,2496.85,2503.35,6.5,wb
s2,2504,2504.87,0.87,s0
s2,2505.11,2505.35,0.24,wb
s2,2505.67,2505.86,0.19,s0
s2,2505.97,2507.01,1.04,wb
s2,2507.33,2508.36,1.03,s0
s2,2508.57,2511.65,3.08,wb
s2,2511.95,2512.89,0.94,s0
s2,2513.13,2513.68,0.55,wb
s2,2514.19,2515.17,0.98,s0
s2,2515.3,2522.1,6.8,wb
s2,2522.95,2525.46,2.51,s0
s2,2525.55,2526.91,1.36,wb
s2,2527.05,2529.01,1.96,s0
s2,2529.39,2530.53,1.14,s1
s3,855.03,862.73,7.7,s0
s3,862.73,872.113,9.383,exp
s3,872.113,872.63,0.517,s1
s3,872.63,875.45,2.82,exp
s3,875.45,876.599,1.149,s1
s3,876.599,878.889,2.29,exp
s3,878.889,879.639,0.75,s1
s3,879.639,882.199,2.56,exp
s3,882.199,883.899,1.7,s0
s3,883.899,888.575,4.676,wb
s3,888.575,889.545,0.97,exp
s3,889.545,890.696,1.151,s0
s3,890.696,892.271,1.575,s1
s3,892.271,893.834,1.563,wb
s3,893.834,896.618,2.784,s0
s3,896.618,897.704,1.086,wb
s3,897.704,899.933,2.229,s0
s3,2484.02,2489.43,5.41,s0
s3,2489.72,2493.02,3.3,wb
s3,2493.24,2495.33,2.09,s0
s3,2495.81,2496.68,0.87,wb
s3,2496.95,2506.32,9.37,s0
s3,2507.23,2510.78,3.55,wb
s3,2510.87,2518.07,7.2,s0
s3,2518.79,2522,3.21,wb
s3,2522.12,2526.56,4.44,s0
s3,2526.86,2528.14,1.28,wb
s3,2528.37,2530.53,2.16,s0
s0,332.94,333.974,1.034,wb
s0,334.179,335.201,1.022,wb
s0,335.365,335.609,0.244,tool
s0,337.337,337.489,0.152,wb
s0,338.654,338.789,0.135,s2
s0,338.942,344.37,5.428,s1
s0,345.107,345.978,0.871,wb
s0,346.159,347.063,0.904,tool
s0,347.199,347.743,0.544,wb
s0,348.41,353.118,4.708,wb
s0,353.962,362.109,8.147,s2
s0,362.252,364.928,2.676,wb
s0,365.078,367.228,2.15,tool
s0,367.375,372.563,5.188,s2
s0,372.705,373.579,0.874,s2
s0,373.734,382.83,9.096,s2
s0,382.989,386.421,3.432,tool
s0,386.568,390.48,3.912,s2
s0,390.62,394.024,3.404,s0
s0,394.167,398.671,4.504,tool
s0,398.822,401.712,2.89,wb
s0,401.859,403.937,2.078,s2
s0,404.077,406.309,2.232,tool
s0,406.473,409.222,2.749,wb
s0,409.431,411.465,2.034,s2
s0,411.626,429.95,18.324,wb
s0,430.342,434,3.658,wb
s0,434.143,442.04,7.897,s2
s0,1849.98,1863.27,13.29,s2
s0,1863.445,1866.19,2.745,wb
s0,1866.239,1868.226,1.987,s1
s0,1868.391,1870.032,1.641,tool
s0,1870.032,1880.03,9.998,s1
s0,1880.03,1931.91,51.88,tool
s1,332.94,342.754,9.814,tool
s1,342.76,343.44,0.68,s0
s1,343.44,442.07,98.63,tool
s1,1849.96,1853.845,3.885,wb
s1,1853.845,1856.923,3.078,s2
s1,1857.094,1857.838,0.744,wb
s1,1858.217,1860.561,2.344,s2
s1,1860.948,1866.583,5.635,wb
s1,1866.742,1874.237,7.495,s2
s1,1874.399,1878.076,3.677,wb
s1,1878.249,1890.25,12.001,s2
s1,1890.41,1895.244,4.834,wb
s1,1895.409,1907.69,12.281,s2
s1,1907.887,1909.965,2.078,tool
