subject,start,end,time,target
s1,60.79,62.43,1.64,wb
s1,62.43,65.67,3.24,s2
s1,65.67,66.84,1.17,tool
s1,66.84,67.54,0.7,wb
s1,67.54,71.816,4.276,exp
s1,71.816,73.963,2.147,wb
s1,73.963,78.775,4.812,tool
s1,78.775,85.38,6.605,exp
s1,85.38,87.45,2.07,wb
s1,87.45,89.42,1.97,tool
s1,89.42,90.575,1.155,s1
s1,90.575,92.117,1.542,tool
s1,92.117,92.774,0.657,wb
s1,92.774,95.37,2.596,tool
s1,95.37,96.333,0.963,wb
s1,96.333,97.289,0.956,tool
s1,97.289,98.642,1.353,wb
s1,98.642,101.472,2.83,tool
s1,101.472,105.526,4.054,wb
s1,105.526,108.29,2.764,s0
s1,108.29,113.95,5.66,tool
s1,113.95,116.962,3.012,wb
s1,2395.977,2399.549,3.572,wb
s1,2399.549,2401.197,1.648,tool
s1,2401.197,2404.05,2.853,wb
s1,2404.05,2405.124,1.074,exp
s1,2405.124,2406.975,1.851,tool
s1,2406.975,2408.247,1.272,exp
s1,2408.247,2414.749,6.502,exp
s1,2414.749,2416.54,1.791,wb
s1,2416.54,2418.404,1.864,s3
s1,2418.404,2420.707,2.303,wb
s1,2420.707,2426.142,5.435,tool
s1,2426.142,2430.63,4.488,exp
s1,2430.63,2432.468,1.838,wb
s1,2432.468,2433.479,1.011,tool
s1,2433.479,2435.163,1.684,wb
s1,2435.163,2436.368,1.205,tool
s1,2436.368,2439.329,2.961,wb
s1,2439.329,2442.461,3.132,exp
s1,2442.461,2444.283,1.822,wb
s1,2444.283,2447.492,3.209,exp
s1,2447.492,2456.153,8.661,wb
s1,2456.153,2461.542,5.389,exp
s1,2461.542,2464.296,2.754,wb
s1,2464.296,2467.078,2.782,tool
s1,2467.078,2469.892,2.814,wb
s1,2469.892,2471.805,1.913,tool
s1,2471.805,2474.143,2.338,wb
s1,2474.143,2476.203,2.06,tool
s1,2476.203,2482.212,6.009,exp
s1,2482.212,2483.229,1.017,wb
s1,2483.229,2485.532,2.303,tool
s1,2485.532,2487.977,2.445,wb
s1,2487.977,2490.586,2.609,tool
s1,2490.586,2498.444,7.858,wb
s1,2498.444,2504.504,6.06,wb
s2,4.18,8.075,3.895,s0
s2,8.075,21.791,13.716,exp
s2,21.791,22.167,0.376,wb
s2,22.167,26.518,4.351,s2
s2,26.518,30.893,4.375,s1
s2,30.893,33.207,2.314,wb
s2,33.207,36.119,2.912,tool
s2,36.119,43.847,7.728,wb
s2,43.847,47.712,3.865,s0
s2,47.712,53.323,5.611,s2
s2,53.323,57.378,4.055,s0
s2,57.378,61.538,4.16,exp
s2,61.538,62.773,1.235,s1
s2,62.773,66.27,3.497,exp
s2,66.27,72.319,6.049,tool
s2,72.319,73.904,1.585,wb
s2,73.904,78.309,4.405,tool
s2,78.309,80.023,1.714,wb
s2,80.023,80.593,0.57,s1
s2,80.593,116.93,36.337,tool
s2,2387.55,2398.434,10.884,tool
s2,2398.434,2399.988,1.554,s3
s2,2399.988,2401.359,1.371,wb
s2,2401.359,2407.075,5.716,exp
s2,2407.075,2431.116,24.041,wb
s2,2431.116,2443.658,12.542,s0
s2,2443.658,2453.765,10.107,s3
s2,2453.765,2459.664,5.899,exp
s2,2459.664,2467.502,7.838,tool
s2,2467.502,2470.066,2.564,
s2,2470.066,2475.873,5.807,s3
s2,2475.873,2504.504,28.631,tool
s3,4.18,5.015,0.835,exp
s3,5.015,7.54,2.525,s0
s3,7.54,10.436,2.896,exp
s3,10.436,14.36,3.924,s3
s3,14.36,16.244,1.884,tool
s3,16.244,18.252,2.008,s3
s3,18.252,20.51,2.258,exp
s3,20.51,21.96,1.45,tool
s3,21.96,23.875,1.915,s0
s3,23.875,25.114,1.239,exp
s3,25.114,30.438,5.324,s0
s3,30.438,32.188,1.75,wb
s3,32.188,35.591,3.403,s1
s3,35.591,36.935,1.344,tool
s3,36.935,37.543,0.608,s0
s3,37.543,38.47,0.927,tool
s3,38.47,39.035,0.565,exp
s3,39.035,39.231,0.196,s0
s3,39.231,40.784,1.553,exp
s3,40.784,43.37,2.586,wb
s3,43.37,44.172,0.802,tool
s3,44.172,46.99,2.818,wb
s3,46.99,52.847,5.857,s2
s3,52.847,53.542,0.695,s0
s3,53.542,54.256,0.714,exp
s3,54.256,55.453,1.197,s0
s3,55.453,57.689,2.236,s2
s3,57.689,59.908,2.219,s0
s3,59.908,61.335,1.427,tool
s3,61.335,65.584,4.249,s0
s3,65.584,68.216,2.632,tool
s3,68.216,77.207,8.991,s3
s3,77.207,80.047,2.84,s2
s3,80.047,80.806,0.759,s0
s3,80.806,82.628,1.822,exp
s3,82.628,83.13,0.502,wb
s3,83.13,84.332,1.202,s0
s3,84.332,84.917,0.585,tool
s3,84.917,85.352,0.435,wb
s3,85.352,86.393,1.041,exp
s3,86.393,89.342,2.949,tool
s3,89.342,93.415,4.073,exp
s3,93.415,94.267,0.852,s0
s3,94.267,96.015,1.748,s2
s3,96.015,96.935,0.92,tool
s3,96.935,97.999,1.064,s1
s3,97.999,101.83,3.831,wb
s3,101.83,103.743,1.913,exp
s3,103.743,106.832,3.089,tool
s3,106.832,107.861,1.029,exp
s3,107.861,111.655,3.794,tool
s3,111.655,112.906,1.251,exp
s3,112.906,115.374,2.468,tool
s3,115.374,116.958,1.584,exp
s3,2389.027,2394.882,5.855,exp
s3,2394.882,2396.206,1.324,tool
s3,2396.206,2399.445,3.239,s0
s3,2399.445,2402.242,2.797,wb
s3,2402.242,2404.811,2.569,exp
s3,2404.811,2406.682,1.871,wb
s3,2406.682,2412.161,5.479,wb
s3,2412.161,2414.397,2.236,wb
s3,2414.397,2420.181,5.784,s2
s3,2420.181,2422.86,2.679,tool
s3,2422.86,2423.735,0.875,s2
s3,2423.735,2424.526,0.791,exp
s3,2424.526,2426.984,2.458,s1
s3,2426.984,2428.271,1.287,tool
s3,2428.271,2433.442,5.171,s2
s3,2433.442,2435.814,2.372,s1
s3,2435.814,2436.87,1.056,wb
s3,2436.87,2440.082,3.212,tool
s3,2440.082,2442.589,2.507,exp
s3,2442.589,2443.336,0.747,s2
s3,2443.336,2446.768,3.432,tool
s3,2446.768,2448.477,1.709,s2
s3,2448.477,2450.3,1.823,tool
s3,2450.3,2451.56,1.26,s2
s3,2451.56,2452.593,1.033,s2
s3,2452.593,2455.751,3.158,s1
s3,2455.751,2459.221,3.47,tool
s3,2459.221,2462.524,3.303,s2
s3,2462.524,2464.225,1.701,wb
s3,2464.225,2467.269,3.044,s1
s3,2467.269,2470.316,3.047,tool
s3,2470.316,2495.143,24.827,tool
s3,2495.143,2495.715,0.572,wb
s3,2495.715,2504.667,8.952,wb
s0,647.605,648.092,0.487,tool
s0,648.48,663.501,15.021,tool
s0,663.52,665.105,1.585,wb
s0,665.15,673.95,8.8,tool
s0,674.03,674.757,0.727,wb
s0,675.998,677.08,1.082,exp
s0,678.101,685.827,7.726,tool
s0,686.552,689.546,2.994,s2
s0,690.087,691.004,0.917,wb
s0,1238.074,1241.925,3.851,tool
s0,1242.143,1244.267,2.124,s3
s0,1244.521,1246.683,2.162,tool
s0,1246.827,1252.473,5.646,s3
s0,1252.622,1253.815,1.193,s3
s0,1253.996,1266.23,12.234,s1
s0,1266.23,1267.043,0.813,s3
s0,1267.258,1271.207,3.949,wb
s0,1271.351,1288.166,16.815,s2
s1,648.837,652.267,3.43,s0
s1,652.29,654.464,2.174,wb
s1,654.914,665.273,10.359,wb
s1,668.42,674.777,6.357,wb
s1,675.003,675.301,0.298,s0
s1,675.677,678.409,2.732,exp
s1,678.811,682.815,4.004,wb
s1,683.154,683.421,0.267,wb
s1,683.785,690.694,6.909,wb
s1,1238.022,1242.521,4.499,tool
s1,1242.746,1245.064,2.318,s3
s1,1245.21,1248.412,3.202,tool
s1,1248.559,1255.107,6.548,s3
s1,1255.241,1256.604,1.363,s0
s1,1256.747,1258.706,1.959,s0
s1,1258.861,1259.714,0.853,s0
s1,1259.841,1261.646,1.805,tool
s1,1262.037,1264.911,2.874,tool
s1,1267.219,1272.477,5.258,wb
s1,1272.623,1286.517,13.894,s2
s1,1286.69,1287.745,1.055,wb
s2,647.6,649.537,1.937,s0
s2,649.543,653.639,4.096,wb
s2,653.639,655.189,1.55,tool
s2,655.448,664.756,9.308,wb
s2,664.967,666.223,1.256,tool
s2,666.545,667.787,1.242,tool
s2,668.657,677.458,8.801,wb
s2,677.663,680.229,2.566,s0
s2,680.521,686.525,6.004,s0
s2,686.739,688.924,2.185,s0
s2,689.176,690.948,1.772,tool
s2,1237.98,1238.655,0.675,wb
s2,1239.025,1241.35,2.325,tool
s2,1241.491,1244.915,3.424,wb
s2,1245.062,1245.791,0.729,tool
s2,1245.855,1248.186,2.331,wb
s2,1248.34,1249.774,1.434,tool
s2,1249.921,1255.843,5.922,wb
s2,1255.999,1264.097,8.098,wb
s2,1264.234,1268.261,4.027,s0
s2,1268.424,1273.307,4.883,wb
s2,1273.458,1278.823,5.365,s0
s2,1278.981,1283.24,4.259,s1
s2,1283.674,1288.049,4.375,s0
s3,647.553,650.716,3.163,s0
s3,650.944,652.608,1.664,s0
s3,652.663,653.778,1.115,tool
s3,653.843,655.743,1.9,s0
s3,655.778,664.201,8.423,wb
s3,664.201,665.614,1.413,s0
s3,665.868,676.561,10.693,wb
s3,676.585,679.688,3.103,s0
s3,680.04,686.599,6.559,wb
s3,686.852,690.123,3.271,s0
s3,690.412,690.769,0.357,wb
s3,1238.02,1240.329,2.309,s0
s3,1240.519,1246.012,5.493,tool
s3,1246.223,1255.5,9.277,s0
s3,1255.74,1274.794,19.054,s1
s3,1274.986,1282.325,7.339,s2
s3,1282.518,1287.813,5.295,s1
s0,810.026,813.756,3.73,wb
s0,813.756,817.663,3.907,s2
s0,817.663,818.533,0.87,tool
s0,818.533,826.63,8.097,wb
s0,826.63,827.925,1.295,s2
s0,827.925,828.755,0.83,tool
s0,828.755,829.416,0.661,wb
s0,829.416,829.786,0.37,s3
s0,829.786,831.236,1.45,tool
s0,1252.92,1255.66,2.74,tool
s0,1255.67,1260.85,5.18,s1
s0,1260.85,1267.69,6.84,wb
s1,809.999,812.069,2.07,wb
s1,812.069,812.949,0.88,tool
s1,812.949,814.109,1.16,wb
s1,814.109,823.209,9.1,s2
s1,823.209,824.449,1.24,tool
s1,824.449,825.409,0.96,wb
s1,825.409,827.529,2.12,s2
s1,827.529,830.639,3.11,tool
s1,830.639,831.279,0.64,s2
s1,1252.93,1267.69,14.76,wb
s2,810.031,810.551,0.52,wb
s2,810.551,813.161,2.61,s1
s2,813.161,813.891,0.73,wb
s2,813.891,814.931,1.04,tool
s2,814.931,816.251,1.32,wb
s2,816.251,818.831,2.58,tool
s2,818.831,819.931,1.1,s1
s2,819.931,831.291,11.36,tool
s2,1252.95,1259.04,6.09,s1
s2,1259.04,1260.86,1.82,wb
s2,1260.86,1267.7,6.84,tool
s3,810.001,812.671,2.67,tool
s3,812.671,815.571,2.9,wb
s3,815.571,817.001,1.43,tool
s3,817.001,826.951,9.95,wb
s3,826.951,828.561,1.61,s0
s3,828.561,829.971,1.41,wb
s3,829.971,831.291,1.32,tool
s3,1252.95,1261.32,8.37,s1
s3,1261.32,1267.74,6.42,wb
s0,1360.52,1364.006,3.486,tool
s0,1364.006,1372.54,8.534,wb
s1,1360.51,1366.096,5.586,tool
s1,1366.096,1366.713,0.617,wb
s1,1366.713,1368.645,1.932,tool
s1,1368.645,1372.53,3.885,wb
s3,1360.52,1365.971,5.451,wb
s3,1365.971,1366.496,0.525,
s3,1366.496,1369.795,3.299,wb
s3,1369.795,1370.006,0.211,
s3,1370.006,1371.65,1.644,wb
s3,1371.65,1372.105,0.455,tool
s3,1372.105,1372.54,0.435,wb
s0,2188.868,2201.528,12.66,wb
s0,2201.528,2209.783,8.255,tool
s0,2209.783,2215.928,6.145,wb
s0,2215.928,2230.488,14.56,s3
s0,2230.488,2253.161,22.673,tool
s1,2188.85,2194.351,5.501,wb
s1,2194.351,2198.95,4.599,wb
s1,2198.95,2199.77,0.82,s3
s1,2199.77,2202.14,2.37,wb
s1,2202.16,2205.36,3.2,tool
s1,2205.37,2206.43,1.06,s3
s1,2206.43,2208.46,2.03,wb
s1,2208.46,2210.4,1.94,tool
s1,2210.4,2211.42,1.02,wb
s1,2211.42,2216.355,4.935,s3
s1,2216.355,2218.435,2.08,tool
s1,2218.435,2219.635,1.2,s3
s1,2219.635,2222.28,2.645,tool
s1,2222.28,2222.78,0.5,s3
s1,2222.78,2224.92,2.14,wb
s1,2224.92,2225.49,0.57,s3
s1,2225.49,2228.321,2.831,wb
s1,2228.321,2232.003,3.682,s3
s1,2232.003,2235.838,3.835,s0
s1,2235.838,2236.39,0.552,wb
s1,2236.4,2241.5,5.1,s0
s1,2241.5,2243.766,2.266,wb
s1,2243.766,2249.53,5.764,s0
s1,2249.536,2250.273,0.737,tool
s1,2250.273,2253.161,2.888,s0
s3,2188.788,2192.37,3.582,wb
s3,2192.37,2195.768,3.398,tool
s3,2195.768,2202.193,6.425,wb
s3,2202.193,2202.705,0.512,tool
s3,2202.705,2203.108,0.403,s0
s3,2203.108,2206.345,3.237,tool
s3,2206.345,2208.151,1.806,wb
s3,2208.151,2210.865,2.714,tool
s3,2210.865,2212.08,1.215,s0
s3,2212.08,2215.783,3.703,wb
s3,2215.783,2222.336,6.553,tool
s3,2222.336,2229.52,7.184,wb
s3,2229.52,2241.298,11.778,tool
s3,2241.298,2246.418,5.12,wb
s3,2246.418,2249.485,3.067,tool
s3,2249.485,2251.26,1.775,wb
s3,2251.26,2253.355,2.095,tool
s0,145,145.87,0.87,tool
s0,145.87,153.756,7.886,s2
s0,153.756,155.239,1.483,s3
s0,155.239,155.76,0.521,tool
s0,155.76,157.79,2.03,s1
s0,157.79,160.879,3.089,s3
s0,160.879,163.25,2.371,tool
s0,163.25,163.75,0.5,s1
s0,163.75,166.33,2.58,tool
s0,166.33,169.622,3.292,s1
s0,169.622,169.874,0.252,s2
s0,169.874,171.729,1.855,s3
s0,171.729,172.07,0.341,tool
s0,172.07,177.13,5.06,wb
s0,177.13,178.7,1.57,s3
s0,178.7,179.99,1.29,tool
s0,2429.87,2440.038,10.168,wb
s0,2440.038,2441.815,1.777,tool
s0,2441.815,2442.92,1.105,s1
s0,2442.92,2450.549,7.629,wb
s0,2450.549,2458.11,7.561,tool
s0,2458.11,2464.609,6.499,wb
s0,2464.609,2467.153,2.544,s3
s0,2467.153,2468.063,0.91,s3
s0,2468.063,2469.525,1.462,tool
s0,2469.525,2475.728,6.203,wb
s0,2475.728,2477.529,1.801,wb
s0,2477.529,2478.972,1.443,tool
s0,2478.972,2482.564,3.592,tool
s0,2482.564,2485.988,3.424,tool
s0,2485.988,2489.078,3.09,tool
s0,2489.078,2489.545,0.467,s3
s0,2489.545,2490.604,1.059,s2
s0,2490.604,2492.656,2.052,s2
s0,2492.656,2493.789,1.133,tool
s0,2493.789,2495.933,2.144,tool
s0,2495.933,2497.154,1.221,s2
s0,2497.154,2500.675,3.521,exp
s0,2500.675,2501.985,1.31,exp
s0,2501.985,2504.153,2.168,tool
s0,2504.153,2505.383,1.23,tool
s0,2505.383,2507.977,2.594,exp
s0,2507.977,2511.071,3.094,wb
s0,2511.071,2512.04,0.969,s1
s0,2512.04,2512.951,0.911,s1
s0,2512.951,2514.74,1.789,wb
s0,2514.74,2515.631,0.891,wb
s0,2515.631,2518.416,2.785,wb
s0,2518.416,2520,1.584,wb
s1,145,152.806,7.806,s2
s1,152.806,163.108,10.302,s3
s1,163.108,176.793,13.685,tool
s1,176.793,177.89,1.097,s2
s1,177.89,178.43,0.54,wb
s1,178.43,179.13,0.7,s3
s1,179.13,180,0.87,tool
s1,2429.86,2432.857,2.997,wb
s1,2432.857,2433.97,1.113,tool
s1,2433.97,2453.885,19.915,wb
s1,2453.885,2456.76,2.875,tool
s1,2456.76,2463.827,7.067,wb
s1,2463.827,2467.073,3.246,tool
s1,2467.073,2471.57,4.497,wb
s1,2471.57,2472.164,0.594,tool
s1,2472.164,2472.73,0.566,wb
s1,2472.73,2478.394,5.664,wb
s1,2478.394,2480.373,1.979,s0
s1,2480.373,2481.846,1.473,tool
s1,2481.846,2484.811,2.965,s0
s1,2484.811,2489.852,5.041,s0
s1,2489.852,2491.257,1.405,tool
s1,2491.257,2493.063,1.806,tool
s1,2493.063,2496.475,3.412,tool
s1,2496.475,2498.025,1.55,wb
s1,2498.025,2502.09,4.065,tool
s1,2502.09,2504.434,2.344,tool
s1,2504.434,2509.264,4.83,wb
s1,2509.264,2512.318,3.054,tool
s1,2512.318,2522.29,9.972,wb
s2,145.003,146.99,1.987,s0
s2,146.99,149.819,2.829,s1
s2,149.819,150.63,0.811,s0
s2,150.63,151.016,0.386,s0
s2,151.016,152.766,1.75,s1
s2,152.766,153.433,0.667,s3
s2,153.433,153.984,0.551,s1
s2,153.984,154.831,0.847,tool
s2,154.831,155.158,0.327,s1
s2,155.158,157.026,1.868,s3
s2,157.026,158.942,1.916,tool
s2,158.942,159.705,0.763,s3
s2,159.705,166.028,6.323,tool
s2,166.028,167.347,1.319,s0
s2,167.347,168.01,0.663,s3
s2,168.01,168.91,0.9,wb
s2,168.91,170.337,1.427,s3
s2,170.337,174.484,4.147,tool
s2,174.484,175.189,0.705,wb
s2,175.189,175.494,0.305,s3
s2,175.494,176.705,1.211,wb
s2,176.705,177.263,0.558,s3
s2,177.263,177.705,0.442,wb
s2,177.705,179.99,2.285,s0
s2,2429.86,2434.452,4.592,wb
s2,2434.452,2437.266,2.814,tool
s2,2437.266,2438.572,1.306,tool
s2,2438.572,2438.852,0.28,tool
s2,2438.852,2443.481,4.629,tool
s2,2443.481,2446.375,2.894,wb
s2,2446.375,2446.822,0.447,wb
s2,2446.822,2449.011,2.189,wb
s2,2449.011,2479.353,30.342,tool
s2,2479.353,2481.87,2.517,wb
s2,2481.87,2487.592,5.722,tool
s2,2487.592,2488.425,0.833,wb
s2,2488.425,2489.928,1.503,s0
s2,2489.928,2490.172,0.244,s0
s2,2490.172,2493.357,3.185,wb
s2,2493.357,2494.476,1.119,s3
s2,2494.476,2495.928,1.452,wb
s2,2495.928,2499.076,3.148,tool
s2,2499.076,2500.302,1.226,wb
s2,2500.302,2501.867,1.565,s0
s2,2501.867,2502.698,0.831,s0
s2,2502.698,2508.569,5.871,s0
s2,2508.569,2510.561,1.992,wb
s2,2510.561,2511.668,1.107,wb
s2,2511.668,2512.415,0.747,tool
s2,2512.415,2513.835,1.42,wb
s2,2513.835,2514.952,1.117,tool
s2,2514.952,2515.49,0.538,s1
s2,2515.49,2516.563,1.073,wb
s2,2516.563,2517.494,0.931,s3
s2,2517.494,2518.419,0.925,wb
s2,2518.419,2519.631,1.212,wb
s2,2519.631,2520.461,0.83,wb
s2,2520.461,2522.332,1.871,wb
s3,145,146.174,1.174,s0
s3,146.174,147.18,1.006,s1
s3,147.18,148.414,1.234,s2
s3,148.414,149.627,1.213,s2
s3,149.627,150.745,1.118,s0
s3,150.745,151.377,0.632,s1
s3,151.377,152.375,0.998,s1
s3,152.375,154.75,2.375,tool
s3,154.75,155.959,1.209,s0
s3,155.959,156.511,0.552,s1
s3,156.511,158.052,1.541,tool
s3,158.052,158.819,0.767,s1
s3,158.819,159.918,1.099,tool
s3,159.918,162.063,2.145,s1
s3,162.063,162.825,0.762,s0
s3,162.825,167.098,4.273,s1
s3,167.098,167.604,0.506,s2
s3,167.604,168.273,0.669,s1
s3,168.273,168.988,0.715,wb
s3,168.988,169.482,0.494,s0
s3,169.482,170.083,0.601,s2
s3,170.083,170.631,0.548,s0
s3,170.631,171.697,1.066,s0
s3,171.697,172.36,0.663,tool
s3,172.36,173.373,1.013,s0
s3,173.373,175.087,1.714,wb
s3,175.087,175.552,0.465,s0
s3,175.552,175.943,0.391,wb
s3,175.943,177.406,1.463,s2
s3,177.406,179.133,1.727,tool
s3,179.133,179.622,0.489,s0
s3,179.622,180,0.378,s1
s3,2429.86,2431.829,1.969,tool
s3,2431.829,2435.671,3.842,tool
s3,2435.671,2437.774,2.103,tool
s3,2437.774,2441.19,3.416,wb
s3,2441.19,2441.727,0.537,wb
s3,2441.727,2442.912,1.185,tool
s3,2442.912,2444.673,1.761,tool
s3,2444.673,2445.522,0.849,s2
s3,2445.522,2446.406,0.884,wb
s3,2446.406,2447.449,1.043,tool
s3,2447.449,2448.267,0.818,tool
s3,2448.267,2449.272,1.005,wb
s3,2449.272,2449.858,0.586,wb
s3,2449.858,2450.97,1.112,tool
s3,2450.97,2451.791,0.821,tool
s3,2451.791,2453.43,1.639,wb
s3,2453.43,2454.251,0.821,tool
s3,2454.251,2455.285,1.034,tool
s3,2455.285,2457.005,1.72,tool
s3,2457.005,2458.064,1.059,wb
s3,2458.064,2459.81,1.746,wb
s3,2459.81,2460.934,1.124,tool
s3,2460.934,2462.875,1.941,wb
s3,2462.875,2465.299,2.424,wb
s3,2465.299,2466.549,1.25,wb
s3,2466.549,2478.419,11.87,wb
s3,2478.419,2480.624,2.205,tool
s3,2480.624,2485.175,4.551,wb
s3,2485.175,2487.319,2.144,tool
s3,2487.319,2490.557,3.238,s3
s3,2490.557,2492.133,1.576,s0
s3,2492.133,2495.595,3.462,tool
s3,2495.595,2496.89,1.295,wb
s3,2496.89,2497.969,1.079,wb
s3,2497.969,2500.387,2.418,wb
s3,2500.387,2502.054,1.667,tool
s3,2502.054,2504.276,2.222,tool
s3,2504.276,2507.248,2.972,wb
s3,2507.248,2509.183,1.935,s1
s3,2509.183,2516.074,6.891,wb
s3,2516.074,2518.19,2.116,tool
s3,2518.19,2521.847,3.657,wb
s3,2521.847,2522.457,0.61,wb
